*----------------------------------------------------------------------------
* Output table number  :  0 (=first output table)
* Output table format  : Spreadsheet output
* Simulation results
* LINGRA-new-JRC
 
TIME	SLA	YEAR	DAVTMP	DTR	DAYL	LAI	TILLER	YIELD	WLVG	WLVD1	WRE	WRT	WRTMIN	RRATIO	SLAINT	PARCU	LUEYCU	RUNNR	GRASS	TADRW	VP	NEWBIO	TRANRF	TRAN	PTRAN	EVAP	PEVAP	WC	WA	RAIN	RAINCU	WN	TRAMCU	TRACU	EVAMCU	EVACU	IRRCU	GTW	GTWSI	LENGTH
 
   1.00000    	 2.50000E-03	       -    	       -    	       -    	       -    	       -    	       -    	       -    	       -    	       -    	       -    	       -    	       -    	       -    	       -    	       -    	       -    	       -    	       -    	       -    	       -    	       -    	       -    	       -    	       -    	       -    	       -    	       -    	       -    	       -    	       -    	       -    	       -    	       -    	       -    	       -    	       -    	       -    	       -    	       -    
   1.00000    	       -    	  1989.0    	  6.4500    	 0.90000    	 0.31733    	 0.10000    	  7000.0    	  0.0000    	  40.000    	  0.0000    	  200.00    	  4.0000    	 -4.0000    	  0.0000    	 2.50000E-03	  0.0000    	  0.0000    	  0.0000    	  0.0000    	  40.000    	 0.90000    	  0.0000    	  1.0000    	 1.60141E-03	 1.60141E-03	 4.90198E-02	 4.90198E-02	 0.29000    	  116.00    	  0.0000    	  0.0000    	 0.80000    	  0.0000    	  0.0000    	  0.0000    	  0.0000    	  0.0000    	  65.871    	  65.871    	  0.0000    
   2.00000    	       -    	  1989.0    	  5.8500    	  1.7300    	 0.31817    	 0.23651    	  7042.5    	  0.0000    	  94.604    	 0.39801    	  134.44    	  14.869    	 -14.869    	  0.0000    	 2.50000E-03	 2.62060E-02	  0.0000    	  0.0000    	  0.0000    	  94.604    	 0.81000    	-8.35390E-02	  1.0000    	 1.45585E-02	 1.45585E-02	 0.14732    	 0.14732    	 0.29000    	  116.00    	  0.0000    	  0.0000    	  1.5000    	 1.60141E-03	 1.60141E-03	 4.90198E-02	 4.90198E-02	 5.06212E-02	  58.068    	  58.068    	 0.65479    
   3.00000    	       -    	  1989.0    	  2.7000    	  2.4000    	 0.31907    	 0.35537    	  7088.4    	  0.0000    	  142.15    	  1.3393    	  77.848    	  24.450    	 -24.450    	  1.0000    	 2.50000E-03	 0.14064    	  0.0000    	  0.0000    	  0.0000    	  142.15    	 0.66000    	 0.44793    	  1.0000    	 5.17162E-02	 5.17162E-02	 0.30287    	 0.30287    	 0.29000    	  116.00    	  0.0000    	  0.0000    	  2.8000    	 1.61599E-02	 1.61599E-02	 0.19634    	 0.19634    	 0.21250    	  0.0000    	  0.0000    	  1.2285    
   4.00000    	       -    	  1989.0    	  2.9500    	 0.66000    	 0.32004    	 0.35184    	  7135.7    	  0.0000    	  140.74    	  2.7537    	  80.911    	  24.450    	 -24.450    	  1.0000    	 2.50000E-03	 0.37107    	  0.0000    	  0.0000    	  0.0000    	  140.74    	 0.68000    	  2.0966    	  1.0000    	  0.0000    	  0.0000    	 0.12676    	 0.12676    	 0.29000    	  116.00    	  1.8000    	  0.0000    	  3.8000    	 6.78762E-02	 6.78762E-02	 0.49921    	 0.49921    	 0.56709    	  0.0000    	  0.0000    	  1.2285    
   5.00000    	       -    	  1989.0    	  3.9500    	  1.9600    	 0.32108    	 0.34834    	  7175.4    	  0.0000    	  139.34    	  4.1541    	  81.651    	  24.450    	 -24.450    	  1.0000    	 2.50000E-03	 0.43388    	  0.0000    	  0.0000    	  0.0000    	  139.34    	 0.77000    	  1.4363    	  1.0000    	 5.82847E-03	 5.82847E-03	 0.29107    	 0.29107    	 0.29000    	  116.00    	  5.4000    	  1.8000    	  3.9000    	 6.78762E-02	 6.78762E-02	 0.62597    	 0.62597    	 0.56709    	  25.551    	  25.551    	  1.2285    
   6.00000    	       -    	  1989.0    	  6.9500    	  1.4100    	 0.32218    	 0.39821    	  7209.5    	  0.0000    	  159.28    	  5.5405    	  58.055    	  28.666    	 -28.666    	  1.0000    	 2.50000E-03	 0.61871    	  0.0000    	  0.0000    	  0.0000    	  159.28    	 0.97000    	  2.0046    	  1.0000    	  0.0000    	  0.0000    	 0.19333    	 0.19333    	 0.29000    	  116.00    	  5.5000    	  7.2000    	  2.3000    	 7.37046E-02	 7.37046E-02	 0.91704    	 0.91704    	 0.56708    	  59.566    	  74.263    	  1.4763    
   7.00000    	       -    	  1989.0    	  4.9500    	  1.9100    	 0.32335    	 0.51859    	  7241.1    	  0.0000    	  207.44    	  7.1254    	  0.0000    	  38.494    	 -38.494    	  1.0000    	 2.50000E-03	 0.76854    	  0.0000    	  0.0000    	  0.0000    	  207.44    	 0.86971    	  1.9312    	  1.0000    	 6.48435E-02	 6.48435E-02	 0.24826    	 0.24826    	 0.29000    	  116.00    	  0.0000    	  12.700    	  2.4000    	 7.37046E-02	 7.37046E-02	  1.1104    	  1.1104    	 0.56709    	  2.9237    	  45.277    	  2.1931    
   8.00000    	       -    	  1989.0    	  9.1500    	 0.60000    	 0.32457    	 0.51954    	  7278.2    	  0.0000    	  207.81    	  9.1894    	  0.0000    	  38.977    	 -38.977    	  1.0000    	 2.50000E-03	  1.0239    	  0.0000    	  0.0000    	  0.0000    	  207.81    	  1.1000    	  2.7909    	  1.0000    	  0.0000    	  0.0000    	 9.45953E-02	 9.45953E-02	 0.29000    	  116.00    	 0.20000    	  12.700    	  3.4000    	 0.13855    	 0.13855    	  1.3586    	  1.3586    	 0.88019    	 0.92188    	  98.846    	  2.6282    
   9.00000    	       -    	  1989.0    	  8.0500    	 0.54000    	 0.32586    	 0.51629    	  7315.6    	  0.0000    	  206.52    	  11.257    	  0.0000    	  39.129    	 -39.129    	  1.0000    	 2.50000E-03	  1.1043    	  0.0000    	  0.0000    	  0.0000    	  206.52    	  1.0200    	  1.6449    	  1.0000    	  0.0000    	  0.0000    	 7.83652E-02	 7.83652E-02	 0.29000    	  116.00    	 0.30000    	  12.900    	  3.2000    	 0.13855    	 0.13855    	  1.4532    	  1.4532    	 0.90467    	  1.0081    	  88.177    	  3.5732    
   10.0000    	       -    	  1989.0    	  4.5500    	 0.73000    	 0.32721    	 0.51326    	  7366.3    	  0.0000    	  205.30    	  13.312    	  0.0000    	  39.295    	 -39.295    	  1.0000    	 2.50000E-03	  1.1762    	  0.0000    	  0.0000    	  0.0000    	  205.30    	 0.84570    	 0.59821    	  1.0000    	  0.0000    	  0.0000    	 9.39060E-02	 9.39060E-02	 0.29000    	  116.00    	  3.7000    	  13.200    	  2.7000    	 0.13855    	 0.13855    	  1.5316    	  1.5316    	 0.90467    	  1.5136    	  38.657    	  4.4119    
   11.0000    	       -    	  1989.0    	  2.6500    	  2.1100    	 0.32862    	 0.51131    	  7426.8    	  0.0000    	  204.52    	  15.355    	  0.0000    	  39.545    	 -39.545    	  1.0000    	 2.50000E-03	  1.2729    	  0.0000    	  0.0000    	  0.0000    	  204.52    	 0.68000    	 6.89735E-02	  1.0000    	 6.33563E-02	 6.33563E-02	 0.24745    	 0.24745    	 0.29000    	  116.00    	  0.0000    	  16.900    	  2.8000    	 0.13855    	 0.13855    	  1.6255    	  1.6255    	 0.90467    	  0.0000    	  0.0000    	  4.7770    
   12.0000    	       -    	  1989.0    	  5.6000    	 0.91000    	 0.33009    	 0.50622    	  7484.0    	  0.0000    	  202.49    	  17.390    	  4.1838    	  39.545    	 -39.545    	  1.0000    	 2.50000E-03	  1.5516    	  0.0000    	  0.0000    	  0.0000    	  202.49    	 0.82000    	  2.2177    	  1.0000    	  0.0000    	  0.0000    	 0.18344    	 0.18344    	 0.29000    	  116.00    	  3.6000    	  16.900    	  4.3000    	 0.20190    	 0.20190    	  1.8729    	  1.8729    	  1.2155    	  5.7689    	  57.810    	  4.7770    
   13.0000    	       -    	  1989.0    	  5.0000    	  3.9500    	 0.33161    	 0.51323    	  7532.1    	  0.0000    	  205.29    	  19.405    	  0.0000    	  40.497    	 -40.497    	  1.0000    	 2.50000E-03	  1.6708    	  0.0000    	  0.0000    	  0.0000    	  205.29    	 0.72000    	  1.7880    	  1.0000    	 0.15447    	 0.15447    	 0.58868    	 0.58868    	 0.29000    	  116.00    	  0.0000    	  20.500    	  3.9000    	 0.20190    	 0.20190    	  2.0564    	  2.0564    	  1.2155    	  7.0820    	  48.000    	  5.3145    
   14.0000    	       -    	  1989.0    	  6.9500    	  2.5400    	 0.33318    	 0.52290    	  7581.6    	  0.0000    	  209.16    	  21.447    	  0.0000    	  41.665    	 -41.665    	  1.0000    	 2.50000E-03	  2.1943    	  0.0000    	  0.0000    	  0.0000    	  209.16    	 0.80000    	  6.8273    	  1.0000    	 8.39683E-02	 8.39683E-02	 0.54099    	 0.54099    	 0.29000    	  116.00    	 0.40000    	  20.500    	  4.9000    	 0.35637    	 0.35637    	  2.6451    	  2.6451    	  1.9586    	  4.5748    	  78.095    	  5.7580    
   15.0000    	       -    	  1989.0    	  6.3000    	  2.0700    	 0.33481    	 0.52725    	  7630.4    	  0.0000    	  210.90    	  23.529    	  0.0000    	  42.420    	 -42.420    	  1.0000    	 2.50000E-03	  2.5363    	  0.0000    	  0.0000    	  0.0000    	  210.90    	 0.88000    	  9.3210    	  1.0000    	 0.10049    	 0.10049    	 0.36604    	 0.36604    	 0.29000    	  116.00    	  0.0000    	  20.900    	  5.2000    	 0.44034    	 0.44034    	  3.1861    	  3.1861    	  2.3143    	  4.0444    	  69.662    	  6.4747    
   16.0000    	       -    	  1989.0    	  6.7500    	  1.1800    	 0.33649    	 0.53045    	  7685.4    	  0.0000    	  212.18    	  25.627    	  0.0000    	  43.088    	 -43.088    	  1.0000    	 2.50000E-03	  2.8170    	  0.0000    	  0.0000    	  0.0000    	  212.18    	 0.91000    	  11.267    	  1.0000    	 4.41883E-02	 4.41883E-02	 0.16446    	 0.16446    	 0.29000    	  116.00    	  0.0000    	  20.900    	  3.2000    	 0.54084    	 0.54084    	  3.5521    	  3.5521    	  2.7808    	  2.4041    	  76.488    	  7.1100    
   17.0000    	       -    	  1989.0    	  2.8000    	 0.75000    	 0.33821    	 0.53019    	  7743.9    	  0.0000    	  212.08    	  27.738    	  0.0000    	  43.484    	 -43.484    	  1.0000    	 2.50000E-03	  2.9778    	  0.0000    	  0.0000    	  0.0000    	  212.08    	 0.74739    	  11.560    	  1.0000    	  0.0000    	  0.0000    	 9.01494E-02	 9.01494E-02	 0.29000    	  116.00    	 0.80000    	  20.900    	  3.4000    	 0.58502    	 0.58502    	  3.7166    	  3.7166    	  2.9895    	  0.0000    	  0.0000    	  7.8025    
   18.0000    	       -    	  1989.0    	  2.7000    	  2.7100    	 0.33999    	 0.52491    	  7807.4    	  0.0000    	  209.97    	  29.849    	  1.6046    	  43.484    	 -43.484    	  1.0000    	 2.50000E-03	  3.0800    	  0.0000    	  0.0000    	  0.0000    	  209.97    	 0.71000    	  11.054    	  1.0000    	 8.08967E-02	 8.08967E-02	 0.30784    	 0.30784    	 0.29000    	  116.00    	  0.0000    	  21.700    	  2.1000    	 0.58502    	 0.58502    	  3.8067    	  3.8067    	  2.9895    	  0.0000    	  0.0000    	  7.8025    
   19.0000    	       -    	  1989.0    	 0.70000    	  1.1600    	 0.34181    	 0.51969    	  7861.3    	  0.0000    	  207.88    	  31.938    	  6.7345    	  43.484    	 -43.484    	  1.0000    	 2.50000E-03	  3.4461    	  0.0000    	  0.0000    	  0.0000    	  207.88    	 0.62000    	  14.095    	  1.0000    	 2.90066E-02	 2.90066E-02	 0.11303    	 0.11303    	 0.29000    	  116.00    	  0.0000    	  21.700    	  1.8000    	 0.66592    	 0.66592    	  4.1145    	  4.1145    	  3.3782    	  0.0000    	  0.0000    	  7.8025    
   20.0000    	       -    	  1989.0    	 0.85000    	 0.72000    	 0.34368    	 0.51452    	  7906.7    	  0.0000    	  205.81    	  34.006    	  8.6660    	  43.484    	 -43.484    	  1.0000    	 2.50000E-03	  3.6014    	  0.0000    	  0.0000    	  0.0000    	  205.81    	 0.61000    	  13.958    	  1.0000    	 1.84454E-02	 1.84454E-02	 7.24319E-02	 7.24319E-02	 0.29000    	  116.00    	  0.0000    	  21.700    	  2.6000    	 0.69493    	 0.69493    	  4.2276    	  4.2276    	  3.5203    	  0.0000    	  0.0000    	  7.8025    
   21.0000    	       -    	  1989.0    	  4.3500    	  1.0700    	 0.34559    	 0.50940    	  7938.7    	  0.0000    	  203.76    	  36.054    	  9.6039    	  43.484    	 -43.484    	  1.0000    	 2.50000E-03	  3.6971    	  0.0000    	  0.0000    	  0.0000    	  203.76    	 0.73000    	  12.848    	  1.0000    	  0.0000    	  0.0000    	 0.18285    	 0.18285    	 0.29000    	  116.00    	 0.50000    	  21.700    	  3.8000    	 0.71337    	 0.71337    	  4.3000    	  4.3000    	  3.6111    	  10.666    	  37.404    	  7.8025    
   22.0000    	       -    	  1989.0    	  4.5000    	  4.5500    	 0.34755    	 0.52660    	  7960.7    	  0.0000    	  210.64    	  38.081    	  0.0000    	  45.244    	 -45.244    	  1.0000    	 2.50000E-03	  3.8379    	  0.0000    	  0.0000    	  0.0000    	  210.64    	 0.76000    	  11.883    	  1.0000    	 0.13182    	 0.13182    	 0.50592    	 0.50592    	 0.29000    	  116.00    	  0.0000    	  22.200    	  1.5000    	 0.71337    	 0.71337    	  4.4829    	  4.4829    	  3.6111    	  4.6802    	  40.726    	  8.1304    
   23.0000    	       -    	  1989.0    	  2.8500    	  4.2200    	 0.34954    	 0.53113    	  7982.8    	  0.0000    	  212.45    	  40.177    	  0.0000    	  46.016    	 -46.016    	  1.0000    	 2.50000E-03	  4.4543    	  0.0000    	  0.0000    	  0.0000    	  212.45    	 0.68000    	  14.467    	  1.0000    	 0.12980    	 0.12980    	 0.48651    	 0.48651    	 0.29000    	  116.00    	  0.0000    	  22.200    	  2.5000    	 0.84519    	 0.84519    	  4.9888    	  4.9888    	  4.2489    	  0.0000    	  0.0000    	  8.4863    
   24.0000    	       -    	  1989.0    	 -1.6000    	  1.1400    	 0.35158    	 0.52584    	  8005.5    	  0.0000    	  210.34    	  42.291    	  4.4535    	  46.016    	 -46.016    	  1.0000    	 2.50000E-03	  5.0301    	  0.0000    	  0.0000    	  0.0000    	  210.34    	 0.54339    	  16.806    	  1.0000    	 3.08363E-02	 3.08363E-02	 0.11621    	 0.11621    	 0.29000    	  116.00    	  0.0000    	  22.200    	  2.3000    	 0.97500    	 0.97500    	  5.4753    	  5.4753    	  4.8652    	  0.0000    	  0.0000    	  8.4863    
   25.0000    	       -    	  1989.0    	 0.35000    	  4.3400    	 0.35365    	 0.52061    	  8024.8    	  0.0000    	  208.24    	  44.384    	  5.5132    	  46.016    	 -46.016    	  1.0000    	 2.50000E-03	  5.1843    	  0.0000    	  0.0000    	  0.0000    	  208.24    	 0.54000    	  15.773    	  1.0000    	 0.11514    	 0.11514    	 0.44364    	 0.44364    	 0.29000    	  116.00    	  0.0000    	  22.200    	  2.3000    	  1.0058    	  1.0058    	  5.5915    	  5.5915    	  5.0123    	  0.0000    	  0.0000    	  8.4863    
   26.0000    	       -    	  1989.0    	  2.5500    	  5.6000    	 0.35576    	 0.51543    	  8031.5    	  0.0000    	  206.17    	  46.456    	  7.5065    	  46.016    	 -46.016    	  1.0000    	 2.50000E-03	  5.7665    	  0.0000    	  0.0000    	  0.0000    	  206.17    	 0.56000    	  15.695    	  1.0000    	 0.14612    	 0.14612    	 0.57614    	 0.57614    	 0.29000    	  116.00    	  0.0000    	  22.200    	  2.1000    	  1.1210    	  1.1210    	  6.0351    	  6.0351    	  5.5710    	  0.0000    	  0.0000    	  8.4863    
   27.0000    	       -    	  1989.0    	  3.8500    	  5.4600    	 0.35790    	 0.51030    	  8032.6    	  0.0000    	  204.12    	  48.508    	  8.6174    	  46.016    	 -46.016    	  1.0000    	 2.50000E-03	  6.5113    	  0.0000    	  0.0000    	  0.0000    	  204.12    	 0.58000    	  14.754    	  1.0000    	 0.16324    	 0.16324    	 0.64246    	 0.64246    	 0.29000    	  116.00    	  0.0000    	  22.200    	  2.7000    	  1.2671    	  1.2671    	  6.6113    	  6.6113    	  6.2933    	  9.3896    	  26.147    	  8.4863    
   28.0000    	       -    	  1989.0    	  4.6000    	  5.7300    	 0.36008    	 0.52482    	  8032.6    	  0.0000    	  209.93    	  50.539    	  0.0000    	  47.566    	 -47.566    	  1.0000    	 2.50000E-03	  7.2313    	  0.0000    	  0.0000    	  0.0000    	  209.93    	 0.64000    	  13.495    	  1.0000    	 0.10495    	 0.10495    	 0.65477    	 0.65477    	 0.29000    	  116.00    	 0.40000    	  22.200    	  2.4000    	  1.4303    	  1.4303    	  7.2537    	  7.2537    	  7.0990    	  1.1417    	  43.200    	  8.7128    
   29.0000    	       -    	  1989.0    	  3.3500    	  1.6700    	 0.36229    	 0.52199    	  8033.6    	  0.0000    	  208.79    	  52.627    	  0.0000    	  47.754    	 -47.754    	  1.0000    	 2.50000E-03	  8.0053    	  0.0000    	  0.0000    	  0.0000    	  208.79    	 0.77000    	  12.548    	  1.0000    	 5.23726E-02	 5.23726E-02	 0.19979    	 0.19979    	 0.29000    	  116.00    	  0.0000    	  22.600    	  1.7000    	  1.5353    	  1.5353    	  7.9085    	  7.9085    	  7.5899    	 0.51362    	  12.820    	  9.0871    
   30.0000    	       -    	  1989.0    	  3.4500    	  2.5200    	 0.36453    	 0.51786    	  8036.9    	  0.0000    	  207.15    	  54.705    	  0.0000    	  47.839    	 -47.839    	  1.0000    	 2.50000E-03	  8.2298    	  0.0000    	  0.0000    	  0.0000    	  207.15    	 0.73000    	  10.984    	  1.0000    	 7.45465E-02	 7.45465E-02	 0.28891    	 0.28891    	 0.29000    	  116.00    	  0.0000    	  22.600    	  2.3000    	  1.5877    	  1.5877    	  8.1083    	  8.1083    	  7.8421    	 0.76352    	  15.645    	  9.1981    
   31.0000    	       -    	  1989.0    	  2.7000    	  1.9000    	 0.36681    	 0.51430    	  8040.2    	  0.0000    	  205.72    	  56.766    	  0.0000    	  47.965    	 -47.965    	  1.0000    	 2.50000E-03	  8.5663    	  0.0000    	  0.0000    	  0.0000    	  205.72    	 0.71000    	  9.6865    	  1.0000    	 5.35818E-02	 5.35818E-02	 0.20971    	 0.20971    	 0.29000    	  116.00    	  0.0000    	  22.600    	  2.0000    	  1.6622    	  1.6622    	  8.3972    	  8.3972    	  8.2055    	  0.0000    	  0.0000    	  9.3335    
   32.0000    	       -    	  1989.0    	  2.0000    	 0.81000    	 0.36911    	 0.50919    	  8043.5    	  0.0000    	  203.67    	  58.813    	 0.58317    	  47.965    	 -47.965    	  1.0000    	 2.50000E-03	  8.8185    	  0.0000    	  0.0000    	  0.0000    	  203.67    	 0.66000    	  8.2227    	  1.0000    	 2.38147E-02	 2.38147E-02	 9.33879E-02	 9.33879E-02	 0.29000    	  116.00    	  0.0000    	  22.600    	  2.9000    	  1.7158    	  1.7158    	  8.6069    	  8.6069    	  8.4688    	  0.0000    	  0.0000    	  9.3335    
   33.0000    	       -    	  1989.0    	 0.50000    	  1.5200    	 0.37143    	 0.50412    	  8045.7    	  0.0000    	  201.65    	  60.840    	 0.78582    	  47.965    	 -47.965    	  1.0000    	 2.50000E-03	  8.9252    	  0.0000    	  0.0000    	  0.0000    	  201.65    	 0.57000    	  6.3987    	  1.0000    	 3.90745E-02	 3.90745E-02	 0.15632    	 0.15632    	 0.29000    	  116.00    	  0.0000    	  22.600    	  2.6000    	  1.7396    	  1.7396    	  8.7003    	  8.7003    	  8.5860    	  0.0000    	  0.0000    	  9.3335    
   34.0000    	       -    	  1989.0    	  1.8000    	  1.6000    	 0.37379    	 0.49910    	  8045.8    	  0.0000    	  199.64    	  62.846    	  1.0061    	  47.965    	 -47.965    	  1.0000    	 2.50000E-03	  9.1235    	  0.0000    	  0.0000    	  0.0000    	  199.64    	 0.68000    	  4.6126    	  1.0000    	 4.83617E-02	 4.83617E-02	 0.19279    	 0.19279    	 0.29000    	  116.00    	  0.0000    	  22.600    	  3.4000    	  1.7787    	  1.7787    	  8.8566    	  8.8566    	  8.7814    	  0.0000    	  0.0000    	  9.3335    
   35.0000    	       -    	  1989.0    	  2.8500    	  3.1800    	 0.37617    	 0.49414    	  8045.8    	  0.0000    	  197.66    	  64.833    	  1.0061    	  47.965    	 -47.965    	  1.0000    	 2.50000E-03	  9.3306    	  0.0000    	  0.0000    	  0.0000    	  197.66    	 0.66000    	  2.6261    	  1.0000    	 0.11974    	 0.11974    	 0.47311    	 0.47311    	 0.29000    	  116.00    	  0.0000    	  22.600    	  4.5000    	  1.8270    	  1.8270    	  9.0494    	  9.0494    	  9.0226    	  0.0000    	  0.0000    	  9.3335    
   36.0000    	       -    	  1989.0    	  6.5500    	  4.7000    	 0.37857    	 0.48922    	  8045.8    	  0.0000    	  195.69    	  66.799    	  1.0061    	  47.965    	 -47.965    	  1.0000    	 2.50000E-03	  9.7385    	  0.0000    	  0.0000    	  0.0000    	  195.69    	 0.86000    	 0.65944    	  1.0000    	 0.11520    	 0.11520    	 0.71304    	 0.71304    	 0.29000    	  116.00    	  5.0000    	  22.600    	  4.1000    	  1.9468    	  1.9468    	  9.5225    	  9.5225    	  9.6154    	  1.0061    	  77.189    	  9.3335    
   37.0000    	       -    	  1989.0    	  10.000    	  5.6900    	 0.38100    	 0.48645    	  8045.8    	  0.0000    	  194.58    	  68.746    	  0.0000    	  48.131    	 -48.131    	  0.0000    	 2.50000E-03	  10.336    	  0.0000    	  0.0000    	  0.0000    	  194.58    	  1.0100    	 -1.2877    	  1.0000    	 0.28033    	 0.28033    	  1.1206    	  1.1206    	 0.29000    	  116.00    	  0.0000    	  27.600    	  5.5000    	  2.0620    	  2.0620    	  10.236    	  10.236    	  9.6154    	 0.79293    	  117.80    	  10.001    
   38.0000    	       -    	  1989.0    	  8.8500    	  6.6800    	 0.38345    	 0.48327    	  8045.9    	  0.0000    	  193.31    	  70.683    	  0.0000    	  48.262    	 -48.262    	  0.0000    	 2.50000E-03	  11.056    	  0.0000    	  0.0000    	  0.0000    	  193.31    	 0.93000    	 -2.4309    	  1.0000    	 0.24880    	 0.24880    	  1.0272    	  1.0272    	 0.29000    	  116.00    	  0.0000    	  27.600    	  3.5000    	  2.3423    	  2.3423    	  11.356    	  11.356    	  11.016    	  4.3640    	  106.07    	  11.020    
   39.0000    	       -    	  1989.0    	  6.1000    	  7.1300    	 0.38592    	 0.48757    	  8058.8    	  0.0000    	  195.03    	  72.606    	  0.0000    	  48.982    	 -48.982    	  1.0000    	 2.50000E-03	  11.897    	  0.0000    	  0.0000    	  0.0000    	  195.03    	 0.80000    	 9.71222E-03	  1.0000    	 0.21338    	 0.21338    	 0.88776    	 0.88776    	 0.29000    	  116.00    	  0.0000    	  27.600    	  2.0000    	  2.5911    	  2.5911    	  12.383    	  12.383    	  12.292    	  7.3981    	  70.471    	  11.937    
   40.0000    	       -    	  1989.0    	  5.8000    	  7.7300    	 0.38841    	 0.49816    	  8083.9    	  0.0000    	  199.26    	  74.547    	  0.0000    	  50.202    	 -50.202    	  1.0000    	 2.50000E-03	  12.801    	  0.0000    	  0.0000    	  0.0000    	  199.26    	 0.73000    	  5.4673    	  1.0000    	 0.24197    	 0.24197    	 0.97817    	 0.97817    	 0.29000    	  116.00    	  0.0000    	  27.600    	  2.5000    	  2.8045    	  2.8045    	  13.271    	  13.271    	  13.393    	  9.2105    	  65.828    	  12.546    
   41.0000    	       -    	  1989.0    	  5.1500    	  7.2000    	 0.39091    	 0.51243    	  8113.8    	  0.0000    	  204.97    	  76.529    	  0.0000    	  51.722    	 -51.722    	  1.0000    	 2.50000E-03	  13.800    	  0.0000    	  0.0000    	  0.0000    	  204.97    	 0.68000    	  12.695    	  1.0000    	 0.21732    	 0.21732    	 0.85532    	 0.85532    	 0.29000    	  116.00    	  0.0000    	  27.600    	  2.3000    	  3.0465    	  3.0465    	  14.249    	  14.249    	  14.614    	  9.5109    	  54.568    	  13.112    
   42.0000    	       -    	  1989.0    	  5.5500    	  4.4800    	 0.39344    	 0.52719    	  8147.4    	  0.0000    	  210.88    	  78.569    	  0.0000    	  53.291    	 -53.291    	  1.0000    	 2.50000E-03	  14.753    	  0.0000    	  0.0000    	  0.0000    	  210.88    	 0.76000    	  20.166    	  1.0000    	 0.14022    	 0.14022    	 0.53445    	 0.53445    	 0.29000    	  116.00    	  0.0000    	  27.600    	  2.4000    	  3.2638    	  3.2638    	  15.105    	  15.105    	  15.686    	  6.2401    	  62.063    	  13.580    
   43.0000    	       -    	  1989.0    	  5.6500    	  1.8800    	 0.39598    	 0.53497    	  8182.5    	  0.0000    	  213.99    	  80.667    	  0.0000    	  54.321    	 -54.321    	  1.0000    	 2.50000E-03	  15.360    	  0.0000    	  0.0000    	  0.0000    	  213.99    	 0.81000    	  24.308    	  1.0000    	 2.33599E-02	 2.33599E-02	 0.32338    	 0.32338    	 0.29000    	  116.00    	 0.60000    	  27.600    	  4.4000    	  3.4040    	  3.4040    	  15.639    	  15.639    	  16.361    	  2.7811    	  64.074    	  14.110    
   44.0000    	       -    	  1989.0    	  3.9500    	  5.7300    	 0.39854    	 0.53545    	  8220.3    	  0.0000    	  214.18    	  82.796    	  0.0000    	  54.780    	 -54.780    	  1.0000    	 2.50000E-03	  15.618    	  0.0000    	  0.0000    	  0.0000    	  214.18    	 0.52000    	  24.960    	  1.0000    	 0.19277    	 0.19277    	 0.93002    	 0.93002    	 0.29000    	  116.00    	  8.8000    	  28.200    	  4.3000    	  3.4274    	  3.4274    	  15.962    	  15.962    	  16.361    	  8.8864    	  29.272    	  14.655    
   45.0000    	       -    	  1989.0    	  5.8000    	  4.9100    	 0.40112    	 0.54867    	  8260.9    	  0.0000    	  219.47    	  84.927    	  0.0000    	  56.246    	 -56.246    	  1.0000    	 2.50000E-03	  16.406    	  0.0000    	  0.0000    	  0.0000    	  219.47    	 0.65000    	  31.716    	  1.0000    	 0.24470    	 0.24470    	  1.0685    	  1.0685    	 0.29000    	  116.00    	 0.60000    	  37.000    	  5.9000    	  3.6201    	  3.6201    	  16.892    	  16.892    	  16.361    	  7.3887    	  67.269    	  14.903    
   46.0000    	       -    	  1989.0    	  6.8500    	  1.6600    	 0.40371    	 0.55864    	  8298.6    	  0.0000    	  223.46    	  87.111    	  0.0000    	  57.465    	 -57.465    	  1.0000    	 2.50000E-03	  17.094    	  0.0000    	  0.0000    	  0.0000    	  223.46    	 0.67000    	  36.920    	  1.0000    	 0.16380    	 0.16380    	 0.75143    	 0.75143    	 0.29000    	  116.00    	  13.900    	  37.600    	  6.2000    	  3.8648    	  3.8648    	  17.961    	  17.961    	  17.211    	  2.6797    	  84.047    	  15.470    
   47.0000    	       -    	  1989.0    	  2.5000    	  5.5100    	 0.40631    	 0.55867    	  8339.7    	  0.0000    	  223.47    	  89.335    	  0.0000    	  57.907    	 -57.907    	  1.0000    	 2.50000E-03	  17.331    	  0.0000    	  0.0000    	  0.0000    	  223.47    	 0.59000    	  37.377    	  1.0000    	 0.11682    	 0.11682    	 0.65522    	 0.65522    	 0.29000    	  116.00    	 0.20000    	  51.500    	  3.1000    	  4.0286    	  4.0286    	  18.712    	  18.712    	  17.211    	  0.0000    	  0.0000    	  16.174    
   48.0000    	       -    	  1989.0    	  2.2500    	  5.0400    	 0.40893    	 0.55311    	  8387.5    	  0.0000    	  221.25    	  91.558    	  9.8181    	  57.907    	 -57.907    	  1.0000    	 2.50000E-03	  18.115    	  0.0000    	  0.0000    	  0.0000    	  221.25    	 0.61000    	  44.971    	  1.0000    	 9.62759E-02	 9.62759E-02	 0.58832    	 0.58832    	 0.29000    	  116.00    	 0.20000    	  51.700    	  3.0000    	  4.1454    	  4.1454    	  19.368    	  19.368    	  17.923    	  0.0000    	  0.0000    	  16.174    
